No,Content,A,B,C,D,Answered
192,"[""A developer is creating an AWS CloudFormation stack. The stack contains IAM\nresources with custom names. When the developer tries to deploy the stack, they\nreceive an InsufficientCapabilities error.\n\nWhat should the developer do to resolve this issue?""]",Specify the CAPABILITY_AUTO_EXPAND capability in the CloudFormation stack.,Use an administrators role to deploy IAM resources with CloudFormation.,Specify the CAPABILITY_IAM capability in the CloudFormation stack.,Specify the CAPABILITY_NAMED_IAM capability in the CloudFormation stack.,"# Answer
- **Correct option:** C : Specify the CAPABILITY_IAM capability in the CloudFormation stack.
- **Reason:** The InsufficientCapabilities error occurs when a CloudFormation stack attempts to create or modify IAM resources such as roles, policies, or users without explicitly declaring that it requires permission to do so. To resolve this, the developer needs to specify the CAPABILITY_IAM capability, which allows CloudFormation to create or update IAM resources named in the stack template.

# Example / Analogy
- Real-life example: Think of it like a power of attorney document. Just as someone needs to explicitly grant another person permission to make decisions for them, in this case, you need to explicitly grant CloudFormation the capability to manage IAM resources by specifying the CAPABILITY_IAM capability in your stack.

# Common Mistakes / Traps
- A common mistake is to assume that using administrator roles is sufficient for deploying stacks without explicitly mentioning IAM capabilities. The error arises from not indicating the specific capabilities requested; thus, all roles must be stated in the stack deployment.

# Memory Tip
- Remember: **“You need permission to manage IAM—CAPABILITY_IAM says so!”**"
193,"[""A company uses Amazon API Gateway to expose a set of APIs to customers. The APIs\nhave caching enabled in API Gateway. Customers need a way to invalidate the\ncache for each API when they test the API.\n\nWhat should a developer do to give customers the ability to invalidate the API\ncache?""]",Ask the customers to use AWS credentials to call the InvalidateCache API operation.,Attach an InvalidateCache policy to the IAM execution role that the customers use to invoke the API. Ask the customers to send a request that contains the Cache-Control:max-age=0 HTTP header when they make an API call.,Ask the customers to use the AWS SDK API Gateway class to invoke the InvalidateCache API operation.,Attach an InvalidateCache policy to the IAM execution role that the customers use to invoke the API. Ask the customers to add the INVALIDATE_CACHE query string parameter when they make an API call.,"# Answer
- **Correct option:** B  
- **Reason:** This option effectively allows customers to invalidate the cache for the APIs by using a specific request header. By including the `Cache-Control: max-age=0` HTTP header in their requests, customers signal API Gateway to bypass the cached response, effectively forcing it to fetch fresh data instead.

# Example / Analogy
- Imagine you have a refrigerator that stores leftovers (the cached data) and you want to ensure you always get the freshest dish when you open the fridge. The `Cache-Control: max-age=0` header is like a switch on the fridge that tells it to ignore everything inside and get a fresh new dish from the kitchen instead. It’s a clear signal to retrieve the latest information available.

# Common Mistakes / Traps
- A common mistake is choosing options that incorrectly assume customers need to invoke specific AWS API calls or use AWS SDKs directly. Cache invalidation in the context of API Gateway can be done simply through HTTP request headers, which is often overlooked.

# Memory Tip
- Remember: ""Use the right header to refresh the data!"""
194,"[""A company’s website runs on an Amazon EC2 instance and uses Auto Scaling to\nscale the environment during peak times. Website users across the world are\nexperiencing high latency due to static content on the EC2 instance, even during\nnon-peak hours.\n\nWhich combination of steps will resolve the latency issue? (Choose two.)""]",Double the Auto Scaling group’s maximum number of servers.,Host the application code on AWS Lambda.,Scale vertically by resizing the EC2 instances.,Create an Amazon CloudFront distribution to cache the static content.,"# Answer
- **Correct option:** D, B

- **Reason:** 
   - **Option D**: Creating an Amazon CloudFront distribution caches the static content at edge locations around the world, reducing latency for users by serving content from a location closer to them rather than from a single EC2 instance. 
   - **Option B**: Hosting the application code on AWS Lambda can help reduce latency for dynamic content as it allows the application to scale automatically without the need for managing EC2 instances, thus potentially offloading static content serving to Amazon S3 alongside CloudFront.

# Example / Analogy
- Think of CloudFront as a local library in multiple cities. Instead of having to travel to one central library (the EC2 instance) that may be far away, people can get books (static content) from their local branches (CloudFront edge locations), making it faster and easier to access them.

# Common Mistakes / Traps
- A common mistake is to assume that simply increasing the number of EC2 instances (option A and C) will resolve latency. However, if the issue is specifically related to the delivery of static content, caching that content closer to users (like with CloudFront) is often far more effective.

# Memory Tip
- Use CloudFront for fast global access to static content!"
195,"[""A developer is building a serverless application by using AWS Serverless\nApplication Model (AWS SAM) on multiple AWS Lambda functions. When the\napplication is deployed, the developer wants to shift 10% of the traffic to the\nnew deployment of the application for the first 10 minutes after deployment. If\nthere are no issues, all traffic must switch over to the new version.\n\nWhich change to the AWS SAM template will meet these requirements?""]",Set the Deployment Preference Type to Canary10Percent10Minutes. Set the AutoPublishAlias property to the Lambda alias.,Set the Deployment Preference Type to Linear10PercentEvery10Minutes. Set AutoPublishAlias property to the Lambda alias.,Set the Deployment Preference Type to Canary10Percent10Minutes. Set the PreTraffic and PostTraffic properties to the Lambda alias.,Set the Deployment Preference Type to Linear10PercentEvery10Minutes. Set PreTraffic and PostTraffic properties to the Lambda alias.,"# Answer
- **Correct option:** A
- **Reason:** Setting the Deployment Preference Type to `Canary10Percent10Minutes` allows 10% of the traffic to be shifted to the new deployment over the first 10 minutes. The `AutoPublishAlias` property enables the Lambda alias to point to the new version, coordinating the traffic shift seamlessly.

# Example / Analogy
- Think of it like a restaurant test-driving a new dish. They allow a limited number of tables (10%) to try the new dish for the first 10 minutes. If no one complains and they get positive feedback, they offer the dish to everyone else after the trial.

# Common Mistakes / Traps
- Many candidates might confuse **canary** deployments with **linear** deployments. A linear deployment gradually increases the percentage of traffic over time, while a canary deployment allows a smaller percentage to test the changes first, which is ideal for the scenario described.

# Memory Tip
- **""Canary – 10% in 10 minutes is the key!""**"
196,"[""An online sales company is developing a serverless application that runs on AWS.\nThe application uses an AWS Lambda function that calculates order success rates\nand stores the data in an Amazon DynamoDB table. A developer wants an efficient\nway to invoke the Lambda function every 15 minutes.\n\nWhich solution will meet this requirement with the LEAST development effort?""]",Create an Amazon EventBridge rule that has a rate expression that will run the rule every 15 minutes. Add the Lambda function as the target of the EventBridge rule.,Create an AWS Systems Manager document that has a script that will invoke the Lambda function on Amazon EC2. Use a Systems Manager Run Command task to run the shell script every 15 minutes.,Create an AWS Step Functions state machine. Configure the state machine to invoke the Lambda function execution role at a specified interval by using a Wait state. Set the interval to 15 minutes.,Provision a small Amazon EC2 instance. Set up a cron job that invokes the Lambda function every 15 minutes.,"# Answer
- **Correct option:** A
- **Reason:** Creating an Amazon EventBridge rule with a rate expression is the simplest and most efficient method to invoke the Lambda function every 15 minutes. This solution requires minimal development effort, as it directly utilizes AWS services designed for event scheduling, and it does not require additional infrastructure or complex configurations.

# Example / Analogy
- Think of EventBridge like a digital alarm clock. Just as you set your alarm to sound every 15 minutes to remind you to check something, EventBridge can ""sound the alarm"" by invoking the Lambda function at those regular intervals without you needing to manage any additional components.

# Common Mistakes / Traps
- A common mistake is overengineering the solution by considering options like EC2 with cron jobs or creating AWS Step Functions. These methods require more setup, management, and potential costs compared to the straightforward EventBridge approach.

# Memory Tip
- Remember: **EventBridge is like an alarm clock for AWS services—set it, and it triggers your tasks on time!**"
197,"[""A developer is creating an AWS Lambda function that will generate and export a\nfile. The function requires 100 MB of temporary storage for temporary files\nwhile running. These files will not be needed after the function is complete.\n\nHow can the developer MOST efficiently handle the temporary files?""]",Store the files in Amazon Elastic Block Store (Amazon EBS) and delete the files at the end of the Lambda function.,Copy the files to Amazon Elastic File System (Amazon EFS) and delete the files at the end of the Lambda function.,Store the files in the /tmp directory and delete the files at the end of the Lambda function.,Copy the files to an Amazon S3 bucket with a lifecycle policy to delete the files.,"# Answer
- **Correct option:** C : Store the files in the /tmp directory and delete the files at the end of the Lambda function.

- **Reason:** AWS Lambda provides a temporary storage area in the `/tmp` directory that is available during the execution of the function. This storage can hold up to 512 MB of data, which suits the requirement of needing 100 MB of temporary storage. The files in the `/tmp` directory are automatically deleted when the Lambda function execution finishes, making it the most efficient option for temporary files that are not needed after the function completes.

# Example / Analogy
- Imagine you're in a hotel room (AWS Lambda) where you can unpack your suitcase (the temporary files) and keep the items you need during your stay. Once you check out, the hotel will clean the room and remove all your items. Similarly, the `/tmp` directory allows for temporary file storage that gets cleaned up after the function runs.

# Common Mistakes / Traps
- A common mistake is to choose options that involve more complexity or unnecessary resource management, like EBS or EFS, when simple temporary storage is sufficient. Many developers may not realize that the `/tmp` directory is ideal for temporary files, leading them to overcomplicate the solution.

# Memory Tip
- Remember: **Use `/tmp` in Lambda for quick, temporary storage – it cleans up after itself!**"
198,"[""A company uses Amazon DynamoDB as a data store for its order management system.\nThe company frontend application stores orders in a DynamoDB table. The DynamoDB\ntable is configured to send change events to a DynamoDB stream. The company uses\nan AWS Lambda function to log and process the incoming orders based on data from\nthe DynamoDB stream.\n\nAn operational review reveals that the order quantity of incoming orders is\nsometimes set to 0. A developer needs to create a dashboard that will show how\nmany unique customers this problem affects each day.\n\nWhat should the developer do to implement the dashboard?""]",Grant the Lambda function’s execution role permissions to upload logs to Amazon CloudWatch Logs. Implement a CloudWatch Logs Insights query that selects the number of unique customers for orders with order quantity equal to 0 and groups the results in 1-day periods. Add the CloudWatch Logs Insights query to a CloudWatch dashboard.,Use Amazon Athena to query AWS CloudTrail API logs for API calls. Implement an Athena query that selects the number of unique customers for orders with order quantity equal to 0 and groups the results in 1-day periods. Add the Athena query to an Amazon CloudWatch dashboard.,Configure the Lambda function to send events to Amazon EventBridge. Create an EventBridge rule that groups the number of unique customers for orders with order quantity equal to 0 in 1-day periods. Add a CloudWatch dashboard as the target of the rule.,Turn on custom Amazon CloudWatch metrics for the DynamoDB stream of the DynamoDB table. Create a CloudWatch alarm that groups the number of unique customers for orders with order quantity equal to 0 in 1-day periods. Add the CloudWatch alarm to a CloudWatch dashboard.,"# Answer
- **Correct option:** A
- **Reason:** Granting the Lambda function's execution role permissions to log to Amazon CloudWatch Logs allows the function to capture logs related to orders with quantities set to 0. Using CloudWatch Logs Insights, the developer can write a query to filter and group these logs by unique customer IDs over 1-day periods, which directly aligns with the requirement of showing how many unique customers are affected each day.

# Example / Analogy
- Think of the Lambda function as a cashier in a store that notes each transaction. If a customer tries to buy an item for $0, the cashier records this abnormality in a log book (CloudWatch Logs). Later, a manager (the developer) can analyze this log book to count how many different customers made $0 purchases each day, using a special tool that reads the log (CloudWatch Logs Insights).

# Common Mistakes / Traps
- A common mistake is to confuse where the data is stored and how it's analyzed. Using CloudTrail or EventBridge might seem appealing, but they do not directly address logging the specific issues with order quantities and the requirement for unique customer counts. 

# Memory Tip
- Remember: **""Log it, query it, visualize it""** with CloudWatch Logs Insights for specific operational issues."
199,"[""A developer is working on an AWS Lambda function that accesses Amazon DynamoDB.\nThe Lambda function must retrieve an item and update some of its attributes, or\ncreate the item if it does not exist. The Lambda function has access to the\nprimary key.\n\nWhich IAM permissions should the developer request for the Lambda function to\nachieve this functionality?""]",dynamodb:DeleleItem dynamodb:GetItem dynamodb:PutItem,dynamodb:UpdateItem dynamodb:GetItem dynamodb:DescribeTable,dynamodb:GetRecords dynamodb:PutItem dynamodb:UpdateTable,dynamodb:UpdateItem dynamodb:GetItem dynamodb:PutItem,"# Answer
- **Correct option:** D : dynamodb:UpdateItem dynamodb:GetItem dynamodb:PutItem
- **Reason:** This option includes the necessary permissions for retrieving an item (`dynamodb:GetItem`), updating an existing item or creating it if it doesn't exist (`dynamodb:UpdateItem`), and inserting a new item into the table (`dynamodb:PutItem`). This allows the Lambda function to perform all required actions to achieve the specified functionality.

# Example / Analogy
- Think of a library where you can check out a book, update the information on the book if necessary (like changing a return date), or add a new book to the catalog if it doesn't exist. The permissions represent the actions you need to perform these tasks in the library.

# Common Mistakes / Traps
- A common mistake is to select options that include permissions that are irrelevant to the task, such as `dynamodb:DeleteItem`, which is not needed here. Also, some might mistakenly think that `dynamodb:DescribeTable` is required, but it’s not needed for retrieving or updating items.

# Memory Tip
- Remember ""Get, Put, Update"" — those are the keys for fetching, creating, and modifying items in DynamoDB."
200,"[""A company requires that all applications running on Amazon EC2 use IAM roles to\ngain access to AWS services. A developer is modifying an application that\ncurrently relies on IAM user access keys stored in environment variables to\naccess Amazon DynamoDB tables using boto, the AWS SDK for Python.\n\nThe developer associated a role with the same permissions as the IAM user to the\nEC2 instance, then deleted the IAM user. When the application was restarted, the\nAWS AccessDeniedException messages started appearing in the application logs.\nThe developer was able to use their personal account on the server to run\nDynamoDB API commands using the AWS CLI.\n\nWhat is the MOST likely cause of the exception?""]",IAM policies might take a few minutes to propagate to resources.,Disabled environment variable credentials are still being used by the application.,The AWS SDK does not support credentials obtained using an instance role.,The instance’s security group does not allow access to http://169.254.169.254.,"# Answer
- **Correct option:** B : Disabled environment variable credentials are still being used by the application.
- **Reason:** The application was initially configured to use IAM user access keys stored in environment variables to authenticate with DynamoDB. Although the IAM user was deleted and a role was correctly associated with the EC2 instance, if the application is still referencing the old environment variables, it will continue to use the now-invalid access keys, leading to the `AccessDeniedException`.

# Example / Analogy
- Think of it like a car (the application) that has been configured to use a specific key (the IAM user access keys) to start. After you remove that key and replace it with a new one (the role), if the driver (the application) keeps trying to use the old key, the car won’t start. The driver must use the new key to get the vehicle moving.

# Common Mistakes / Traps
- A common mistake is to overlook how the application retrieves its credentials. Many developers may incorrectly assume that assigning a role to the instance automatically updates all components of the application to use that role's credentials without checking the code or environment configuration.

# Memory Tip
- Always check for legacy credentials in your environment before modifying IAM users or roles!"
201,"[""A company has an existing application that has hardcoded database credentials. A\ndeveloper needs to modify the existing application. The application is deployed\nin two AWS Regions with an active-passive failover configuration to meet\ncompany’s disaster recovery strategy.\n\nThe developer needs a solution to store the credentials outside the code. The\nsolution must comply with the company’s disaster recovery strategy.\n\nWhich solution will meet these requirements in the MOST secure way?""]",Store the credentials in AWS Secrets Manager in the primary Region. Enable secret replication to the secondary Region. Update the application to use the Amazon Resource Name (ARN) based on the Region.,Store credentials in AWS Systems Manager Parameter Store in the primary Region. Enable parameter replication to the secondary Region. Update the application to use the Amazon Resource Name (ARN) based on the Region.,"Store credentials in a config file. Upload the config file to an S3 bucket in the primary Region. Enable Cross-Region Replication (CRR) to an S3 bucket in the secondary region. Update the application to access the config file from the S3 bucket, based on the Region.",Store credentials in a config file. Upload the config file to an Amazon Elastic File System (Amazon EFS) file system. Update the application to use the Amazon EFS file system Regional endpoints to access the config file in the primary and secondary Regions.,"# Answer
- **Correct option:** A

- **Reason:** Storing the credentials in AWS Secrets Manager with secret replication to the secondary Region ensures that credentials are stored securely and are accessible in both Regions, complying with the disaster recovery strategy. Secrets Manager provides automatic encryption, fine-grained access control, and auditing capabilities, making it the most secure option for confidential information like database credentials.

# Example / Analogy
- Think of AWS Secrets Manager like a secure locker for important keys (credentials), where you can keep duplicates in two separate locations (Regions). If the primary locker is compromised or lost, you still have access to the backup locker, ensuring you can always retrieve your keys when needed.

# Common Mistakes / Traps
- A common mistake is choosing AWS Systems Manager Parameter Store or other storage options that may not offer the same level of security features as Secrets Manager. While these options are viable, they may not provide the necessary encryption and management capabilities expected for sensitive information like database credentials.

# Memory Tip
- Remember: ""Secrets need a secure keeper"" - use AWS Secrets Manager for storing sensitive information safely!"
