No,Content,A,B,C,D,Answered
172,"[""A company has an ecommerce application. To track product reviews, the company’s\ndevelopment team uses an Amazon DynamoDB table.\n\nEvery record includes the following:\n\n• A Review ID, a 16-digit universally unique identifier (UUID)\n• A Product ID and User ID, 16-digit UUIDs that reference other tables\n• A Product Rating on a scale of 1-5\n• An optional comment from the user\n\nThe table partition key is the Review ID. The most performed query against the\ntable is to find the 10 reviews with the highest rating for a given product.\n\nWhich index will provide the FASTEST response for this query?""]",A global secondary index (GSI) with Product ID as the partition key and Product Rating as the sort key,A global secondary index (GSI) with Product ID as the partition key and Review ID as the sort key,A local secondary index (LSI) with Product ID as the partition key and Product Rating as the sort key,A local secondary index (LSI) with Review ID as the partition key and Product ID as the sort key,"# Answer
- **Correct option:** A : A global secondary index (GSI) with Product ID as the partition key and Product Rating as the sort key

- **Reason:** A Global Secondary Index (GSI) allows you to query the table using alternative keys, and it can have a different partition and sort key than the primary table. In this case, by using Product ID as the partition key and Product Rating as the sort key, the query can efficiently fetch the top 10 reviews for a specific product, sorted by the highest ratings. This enables very fast lookups when searching for reviews of a particular product based on their ratings.

# Example / Analogy
- Imagine you are searching for the best-reviewed restaurants in a city. If you have a list of all restaurants (the main table), and you create a sorted list specifically for 'cuisine type' (the GSI), it makes it easy to find the top-rated Italian restaurants without having to sift through every single restaurant. This is similar to how GSIs help you retrieve the top-rated product reviews without scanning the entire table.

# Common Mistakes / Traps
- A common trap is to confuse the use of Local Secondary Indexes (LSI) with GSIs. LSI shares the same partition key as the base table but allows a different sort key. Hence, it cannot provide an optimal solution for this query because it cannot partition by Product ID, limiting the query efficiency. Always remember that LSIs are used when you need the same partition key but a different sort key.

# Memory Tip
- **Key takeaway:** Use GSIs for flexible and efficient queries across different partition keys!"
173,"[""A company needs to distribute firmware updates to its customers around the\nworld.\n\nWhich service will allow easy and secure control of the access to the downloads\nat the lowest cost?""]",Use Amazon CloudFront with signed URLs for Amazon S3.,Create a dedicated Amazon CloudFront Distribution for each customer.,Use Amazon CloudFront with AWS Lambda@Edge.,Use Amazon API Gateway and AWS Lambda to control access to an S3 bucket.,"# Answer
- **Correct option:** A : Use Amazon CloudFront with signed URLs for Amazon S3.
- **Reason:** Amazon CloudFront is a content delivery network (CDN) that helps speed up the delivery of your files globally. By using signed URLs, you can control access to the firmware updates stored in Amazon S3, ensuring only authorized users can download them, all while keeping costs low.

# Example / Analogy
- Real-life example or memorable comparison: Think of Amazon CloudFront like a worldwide delivery service that only delivers packages (firmware updates) to those who have a special key (signed URLs). Just like you might give a guest a key to your house to access specific areas, signed URLs give customers access to specific downloads securely.

# Common Mistakes / Traps
- Common trap points, if any: A common mistake is choosing overly complex solutions like creating dedicated CloudFront distributions for each customer or using API Gateway and Lambda, which can increase costs and complexity unnecessarily.

# Memory Tip
- 1 quick tip: ""CloudFront + Signed URLs = Secure, low-cost delivery!"""
174,"[""A developer is testing an application that invokes an AWS Lambda function\nasynchronously. During the testing phase, the Lambda function fails to process\nafter two retries.\n\nHow can the developer troubleshoot the failure?""]",Configure AWS CloudTrail logging to investigate the invocation failures.,Configure Dead Letter Queues by sending events to Amazon SQS for investigation.,Configure Amazon Simple Workflow Service to process any direct unprocessed events.,Configure AWS Config to process any direct unprocessed events.,"# Answer
- **Correct option:** B : Configure Dead Letter Queues by sending events to Amazon SQS for investigation.
- **Reason:** Configuring Dead Letter Queues (DLQs) allows you to capture and store events that fail to process after a configured number of retries. By directing the failed events to an Amazon SQS queue or an SNS topic, developers can investigate the specific cause of the failure, review the messages, and take corrective actions accordingly.

# Example / Analogy
- Think of a mail delivery service. If the postman can't deliver a package after several attempts, rather than discarding it, they place it in a special holding area (the DLQ), where it can be examined later to find out what went wrong (like an incorrect address).

# Common Mistakes / Traps
- A common trap in this question is selecting option A (AWS CloudTrail) thinking it will provide insight into failures, but CloudTrail primarily logs API calls and not application-level failures directly. Similarly, options C and D suggest using services that do not directly address the handling of failed Lambda invocations.

# Memory Tip
- Remember: ""Dead Letter Queues hold the lost; retrieve and resolve what's been tossed!"""
175,"[""A developer is creating a mobile application that will not require users to log\nin.\n\nWhat is the MOST efficient method to grant users access to AWS resources?""]",Use an identity provider to securely authenticate with the application.,Create an AWS Lambda function to create an IAM user when a user accesses the application.,Create credentials using AWS KMS and apply these credentials to users when using the application.,Use Amazon Cognito to associate unauthenticated users with an IAM role that has limited access to resources.,"# Answer
- **Correct option:** D
- **Reason:** Using Amazon Cognito to associate unauthenticated users with an IAM role allows you to provide limited and controlled access to AWS resources without requiring user login. This is efficient because it handles user identity and access management seamlessly, allowing the application to function without sign-ins while still maintaining security.

# Example / Analogy
- Think of Amazon Cognito like a guest access system at a club. Guests (unauthenticated users) can enter without a membership (login) but only have access to certain areas (limited AWS resources). The club ensures that while guests are inside, they can't access restricted VIP areas, maintaining a level of security.

# Common Mistakes / Traps
- A common trap is to assume that all users need to be authenticated through an identity provider (option A) to access AWS resources. However, for applications that do not require user logins, using Cognito for unauthenticated access is often the best approach.

# Memory Tip
- Remember: **""Cognito = Guest Access with Limits.""**"
176,"[""A company is migrating its PostgreSQL database into the AWS Cloud. The company\nwants to use a database that will secure and regularly rotate database\ncredentials. The company wants a solution that does not require additional\nprogramming overhead.\n\nWhich solution will meet these requirements?""]",Use Amazon Aurora PostgreSQL for the database. Store the database credentials in AWS Systems Manager Parameter Store. Turn on rotation.,Use Amazon Aurora PostgreSQL for the database. Store the database credentials in AWS Secrets Manager. Turn on rotation.,Use Amazon DynamoDB for the database. Store the database credentials in AWS Systems Manager Parameter Store. Turn on rotation.,Use Amazon DynamoDB for the database. Store the database credentials in AWS Secrets Manager. Turn on rotation.,"# Answer
- **Correct option:** B

- **Reason:** Amazon Aurora PostgreSQL is a managed database service that supports features like automatic backups and read replicas. By using AWS Secrets Manager to store database credentials, the company can benefit from secure credential storage and automatic rotation of those credentials without requiring any additional programming overhead. Secrets Manager integrates easily with other AWS services, including Aurora, making it a suitable choice for managing secrets.

# Example / Analogy
- Think of AWS Secrets Manager as a highly secure vault that automatically updates the keys (database credentials) based on a schedule. Just as you wouldn’t want to keep your house keys in an easy-to-find place, using Secrets Manager keeps your database credentials safe and ensures they are rotated regularly like changing the locks periodically to enhance security.

# Common Mistakes / Traps
- A common mistake here is to overlook the importance of using AWS Secrets Manager, as some may think that just storing credentials in AWS Systems Manager Parameter Store is sufficient. While Parameter Store can store secrets, it lacks the automatic rotation feature that Secrets Manager provides and requires additional coding to rotate secrets.

# Memory Tip
- **Remember:** ""Secrets Manager is a secure vault for credentials with auto-rotation – use it for database security!"""
177,"[""A company has developed a new serverless application using AWS Lambda functions\nthat will be deployed using the AWS Serverless Application Model (AWS SAM) CLI.\n\nWhich step should the developer complete prior to deploying the application?""]",Compress the application to a .zip file and upload it into AWS Lambda.,Test the new AWS Lambda function by first tracing it in AWS X-Ray.,Bundle the serverless application using a SAM package.,Create the application environment using the eb create my-env command.,"# Answer
- **Correct option:** C : Bundle the serverless application using a SAM package.
- **Reason:** Before deploying an application using the AWS Serverless Application Model (AWS SAM) CLI, the developer must package the application with the `sam package` command. This command bundles the source code and dependencies, and prepares it for deployment to AWS by creating an S3 bucket where the packaged files will be stored.

# Example / Analogy
- Real-life example or memorable comparison: Think of this step like preparing a suitcase for a trip (packaging) before you head to the airport (deployment). You wouldn't just jump on a plane without ensuring that all your items are packed neatly and securely!

# Common Mistakes / Traps
- Common trap points, if any: Many developers might mistakenly believe that just compressing the application into a .zip file (Option A) is sufficient or that testing the Lambda function first (Option B) should be prioritized. However, the packaging step is essential and must come before deployment. 

# Memory Tip
- Always remember: ""Package first, deploy later!"""
178,"[""A company wants to automate part of its deployment process. A developer needs to\nautomate the process of checking for and deleting unused resources that\nsupported previously deployed stacks but that are no longer used.\n\nThe company has a central application that uses the AWS Cloud Development Kit\n(AWS CDK) to manage all deployment stacks. The stacks are spread out across\nmultiple accounts. The developer’s solution must integrate as seamlessly as\npossible within the current deployment process.\n\nWhich solution will meet these requirements with the LEAST amount of\nconfiguration?""]","In the central AWS CDK application, write a handler function in the code that uses AWS SDK calls to check for and delete unused resources. Create an AWS CloudFormation template from a JSON file. Use the template to attach the function code to an AWS Lambda function and to invoke the Lambda function when the deployment stack runs.","In the central AWS CDK application, write a handler function in the code that uses AWS SDK calls to check for and delete unused resources. Create an AWS CDK custom resource. Use the custom resource to attach the function code to an AWS Lambda function and to invoke the Lambda function when the deployment stack runs.","In the central AWS CDK, write a handler function in the code that uses AWS SDK calls to check for and delete unused resources. Create an API in AWS Amplify. Use the API to attach the function code to an AWS Lambda function and to invoke the Lambda function when the deployment stack runs.","In the AWS Lambda console, write a handler function in the code that uses AWS SDK calls to check for and delete unused resources. Create an AWS CDK custom resource. Use the custom resource to import the Lambda function into the stack and to invoke the Lambda function when the deployment stack runs.","# Answer
- **Correct option:** B

- **Reason:** Option B is the best choice because it utilizes AWS CDK to create a custom resource, which allows the integration of the Lambda function into the deployment process seamlessly. This approach leverages existing CDK infrastructure and minimizes configuration overhead. The custom resource can trigger the Lambda function during the CloudFormation stack lifecycle, ensuring that unused resources are checked and deleted as part of the deployment.

# Example / Analogy
- Think of the AWS CDK custom resource as a ""housekeeper"" that runs periodically whenever a new ""guest"" (deployment stack) comes to stay (is deployed). The housekeeper checks if there are any rooms (resources) that are no longer needed and takes care of cleaning them up. This process fits neatly within the infrastructure management workflow.

# Common Mistakes / Traps
- A common mistake is to overcomplicate the solution by introducing unnecessary components, such as creating an API (as in option C), which adds complexity without benefiting the automation process. Also, one might overlook the importance of aligning with the CDK framework for more streamlined operations.

# Memory Tip
- ""Use custom resources to keep operations clean and integrated."""
179,"[""A company built a new application in the AWS Cloud. The company automated the\nbootstrapping of new resources with an Auto Scaling group by using AWS\nCloudFormation templates. The bootstrap scripts contain sensitive data.\n\nThe company needs a solution that is integrated with CloudFormation to manage\nthe sensitive data in the bootstrap scripts.\n\nWhich solution will meet these requirements in the MOST secure way?""]",Put the sensitive data into a CloudFormation parameter. Encrypt the CloudFormation templates by using an AWS Key Management Service (AWS KMS) key.,Put the sensitive data into an Amazon S3 bucket. Update the CloudFormation templates to download the object from Amazon S3 during bootstrap.,Put the sensitive data into AWS Systems Manager Parameter Store as a secure string parameter. Update the CloudFormation templates to use dynamic references to specify template values.,Put the sensitive data into Amazon Elastic File System (Amazon EFS). Enforce EFS encryption after file system creation. Update the CloudFormation templates to retrieve data from Amazon EFS.,"# Answer
- **Correct option:** C  
- **Reason:** This option uses AWS Systems Manager Parameter Store to securely manage sensitive data as a secure string parameter. It integrates seamlessly with CloudFormation by allowing the use of dynamic references, ensuring that sensitive data is not hard-coded in templates or exposed during stack operations.

# Example / Analogy
- Think of AWS Systems Manager Parameter Store like a secure vault for your sensitive information. Just as you wouldn’t leave a combination to a safe lying around in your house, placing sensitive data in Parameter Store keeps it secure and accessible only to those who need it when the application is bootstrapped.

# Common Mistakes / Traps
- A common mistake is to underestimate the importance of security when managing sensitive data. Options A and B propose methods that can expose sensitive information either directly in templates or during retrieval. Option D, while using EFS, adds unnecessary complexity and isn't as efficient as using a dedicated service for secrets management.

# Memory Tip
- ""Secure strings in Parameter Store: the vault for your app secrets!"""
180,"[""A company needs to set up secure database credentials for all its AWS Cloud\nresources. The company’s resources include Amazon RDS DB instances, Amazon\nDocumentDB clusters, and Amazon Aurora DB instances. The company’s security\npolicy mandates that database credentials be encrypted at rest and rotated at a\nregular interval.\n\nWhich solution will meet these requirements MOST securely?""]","Set up IAM database authentication for token-based access. Generate user tokens to provide centralized access to RDS DB instances, Amazon DocumentDB clusters, and Aurora DB instances.",Create parameters for the database credentials in AWS Systems Manager Parameter Store. Set the Type parameter to SecureString. Set up automatic rotation on the parameters.,Store the database access credentials as an encrypted Amazon S3 object in an S3 bucket. Block all public access on the S3 bucket. Use S3 server-side encryption to set up automatic rotation on the encryption key.,Create an AWS Lambda function by using the SecretsManagerRotationTemplate template in the AWS Secrets Manager console. Create secrets for the database credentials in Secrets Manager. Set up secrets rotation on a schedule.,"# Answer
- **Correct option:** D 
- **Reason:** AWS Secrets Manager is designed specifically for securely storing and managing sensitive information such as database credentials. It provides built-in encryption for secrets at rest, supports automatic rotation of those secrets, and can be easily integrated with various AWS services. This meets the company's requirement to encrypt credentials and rotate them regularly, ensuring both security and compliance with the security policy.

# Example / Analogy
- Think of AWS Secrets Manager as a secure vault for your most critical keys (database credentials). Just like how you might store important documents in a safety deposit box that automatically alerts you to check or change the contents every few months, Secrets Manager keeps your sensitive information safe and reminds you to rotate them regularly.

# Common Mistakes / Traps
- A common mistake is to overlook the specific need for automatic credential rotation. While options like B (Systems Manager) may allow for secure storage, they do not inherently provide the advanced features of automated rotation or fine-grained access control, which are essential for dynamic environments.

# Memory Tip
- ""Secrets Manager = Secure vault + Automatic rotation."""
181,"[""A developer has created an AWS Lambda function that makes queries to an Amazon\nAurora MySQL DB instance. When the developer performs a test, the DB instance\nshows an error for too many connections.\n\nWhich solution will meet these requirements with the LEAST operational effort?""]",Create a read replica for the DB instance. Query the replica DB instance instead of the primary DB instance.,Migrate the data to an Amazon DynamoDB database.,Configure the Amazon Aurora MySQL DB instance for Multi-AZ deployment.,Create a proxy in Amazon RDS Proxy. Query the proxy instead of the DB instance.,"# Answer
- **Correct option:** D : Create a proxy in Amazon RDS Proxy. Query the proxy instead of the DB instance.

- **Reason:** Using Amazon RDS Proxy helps to manage the number of active connections to the Aurora MySQL DB instance efficiently. It allows for connection pooling, which reduces the overhead of opening and closing connections frequently. This significantly lowers the chances of hitting the 'too many connections' error by managing the database connections more effectively and allowing multiple clients to share a smaller number of active connections.

# Example / Analogy
- Think of Amazon RDS Proxy as a traffic controller at a busy intersection. Just as a traffic controller can efficiently manage the flow of vehicles to prevent congestion, RDS Proxy manages database connections, ensuring that the database is not overwhelmed with too many simultaneous connection requests. By utilizing the proxy, multiple requests can be served without needing a distinct connection for each one, optimizing performance and resource usage.

# Common Mistakes / Traps
- A common mistake is to assume that merely creating a read replica (Option A) will solve the problem of too many connections. While read replicas can help with read traffic, they do not address the connection limits of the primary DB instance. Additionally, options like migrating to DynamoDB (Option B) or configuring Multi-AZ deployment (Option C) may not resolve the connection issue directly, as they pertain to data availability and scalability but don’t necessarily manage connection counts.

# Memory Tip
- Use RDS Proxy to streamline and manage database connections effectively, just like having a traffic controller to regulate vehicle flow."
