No,Content,A,B,C,D,Answered
232,"[""A developer needs to use Amazon DynamoDB to store customer orders. The\ndeveloper’s company requires all customer data to be encrypted at rest with a\nkey that the company generates.\n\nWhat should the developer do to meet these requirements?""]",Create the DynamoDB table with encryption set to None. Code the application to use the key to decrypt the data when the application reads from the table. Code the application to use the key to encrypt the data when the application writes to the table.,Store the key by using AWS Key Management Service (AWS KMS). Choose an AWS KMS customer managed key during creation of the DynamoDB table. Provide the Amazon Resource Name (ARN) of the AWS KMS key.,Store the key by using AWS Key Management Service (AWS KMS). Create the DynamoDB table with default encryption. Include the kms:Encrypt parameter with the Amazon Resource Name (ARN) of the AWS KMS key when using the DynamoDB software development kit (SDK).,Store the key by using AWS Key Management Service (AWS KMS). Choose an AWS KMS AWS managed key during creation of the DynamoDB table. Provide the Amazon Resource Name (ARN) of the AWS KMS key.,"# Answer
- **Correct option:** B 
- **Reason:** In order to meet the requirement of encrypting customer data at rest with a key that the company generates, the developer should use AWS Key Management Service (AWS KMS) to store a customer managed key. By selecting this key when creating the DynamoDB table, the developer ensures that the data is encrypted correctly using the specific key controlled by the company.

# Example / Analogy
- Think of AWS KMS like a safe deposit box. If you have a key that only your company controls (customer managed key), you can safely store your valuable items (customer data) in the box (DynamoDB table). Unlike a shared key (AWS managed key), your custom key ensures that only you and your permitted users can access the contents of the box.

# Common Mistakes / Traps
- A common trap is choosing options that do not involve customer managed keys when the requirement clearly states that the company generates the key. Options involving AWS managed keys (like option D) do not allow the company full control, which is against the requirement.

# Memory Tip
- Remember: **""Control your keys, control your data.""**  Use AWS KMS customer managed keys for unique encryption needs."
233,"[""A company uses AWS CloudFormation to deploy an application that uses an Amazon\nAPI Gateway REST API with AWS Lambda function integration. The application uses\nAmazon DynamoDB for data persistence. The application has three stages:\ndevelopment, testing, and production. Each stage uses its own DynamoDB table.\n\nThe company has encountered unexpected issues when promoting changes to the\nproduction stage. The changes were successful in the development and testing\nstages. A developer needs to route 20% of the traffic to the new production\nstage API with the next production release. The developer needs to route the\nremaining 80% of the traffic to the existing production stage. The solution must\nminimize the number of errors that any single customer experiences.\n\nWhich approach should the developer take to meet these requirements?""]",Update 20% of the planned changes to the production stage. Deploy the new production stage. Monitor the results. Repeat this process five times to test all planned changes.,Update the Amazon Route 53 DNS record entry for the production stage API to use a weighted routing policy. Set the weight to a value of 80. Add a second record for the production domain name. Change the second routing policy to a weighted routing policy. Set the weight of the second policy to a value of 20. Change the alias of the second policy to use the testing stage API.,"Deploy an Application Load Balancer (ALB) in front of the REST API. Change the production API Amazon Route 53 record to point traffic to the ALB. Register the production and testing stages as targets of the ALB with weights of 80% and 20%, respectively.",Configure canary settings for the production stage API. Change the percentage of traffic directed to canary deployment to 20%. Make the planned updates to the production stage. Deploy the changes,"# Answer
- **Correct option:** D 
- **Reason:** This option utilizes AWS API Gateway's canary deployment feature, allowing the developer to route a specific percentage (20%) of traffic to a new version of the API while the remaining traffic (80%) continues to hit the existing production stage. This minimizes errors for users since only a subset of traffic is directed toward the new changes, enabling monitoring and testing before a full rollout.

# Example / Analogy
- Think of a restaurant introducing a new dish. Instead of offering it to every customer right away, the chef first serves the new dish to 20% of the customers while 80% continue to order their regular meals. This allows the chef to gather feedback and make adjustments based on initial reactions before officially adding the new dish to the menu.

# Common Mistakes / Traps
- A common mistake is to think DNS-based routing (like option B) is sufficient for canary deployment. While DNS can route traffic, it lacks the integration and feedback mechanism of canary deployments—if something goes wrong, users may already face issues before the developer can react.

# Memory Tip
- **""Canary deployments keep the majority safe while testing the new changes.""**"
234,"[""A developer has created a data collection application that uses Amazon API\nGateway, AWS Lambda, and Amazon S3. The application’s users periodically upload\ndata files and wait for the validation status to be reflected on a processing\ndashboard. The validation process is complex and time-consuming for large files.\n\nSome users are uploading dozens of large files and have to wait and refresh the\nprocessing dashboard to see if the files have been validated. The developer must\nrefactor the application to immediately update the validation result on the\nuser’s dashboard without reloading the full dashboard.\n\nWhat is the MOST operationally efficient solution that meets these requirements?""]",Integrate the client with an API Gateway WebSocket API. Save the user-uploaded files with the WebSocket connection ID. Push the validation status to the connection ID when the processing is complete to initiate an update of the user interface.,"Launch an Amazon EC2 micro instance, and set up a WebSocket server. Send the user-uploaded file and user detail to the EC2 instance after the user uploads the file. Use the WebSocket server to send updates to the user interface when the uploaded file is processed.","Save the user’s email address along with the user-uploaded file. When the validation process is complete, send an email notification through Amazon Simple Notification Service (Amazon SNS) to the user who uploaded the file.",Save the user-uploaded file and user detail to Amazon DynamoDB. Use Amazon DynamoDB Streams with Amazon Simple Notification Service (Amazon SNS) push notifications to send updates to the browser to update the user interface.,"# Answer
- **Correct option:** A
- **Reason:** Integrating the client with an API Gateway WebSocket API allows for real-time communication. When a user uploads a file, the connection ID is stored, and updates can be pushed to this connection when the validation process is complete. This eliminates the need for users to refresh their dashboard for updates, providing an instant and operationally efficient solution.

# Example / Analogy
- Think of it like a push notification on your smartphone. Instead of checking your email continuously (like refreshing a dashboard), you receive a notification as soon as the validation is complete, allowing you to react immediately without manual effort.

# Common Mistakes / Traps
- A common trap is to choose options that do not provide real-time updates (like option C), assuming that asynchronous notifications (like emails) are sufficient for user experience. Users prefer immediate feedback over delays.

# Memory Tip
- ""WebSockets are like instant messages; they keep the conversation going without refreshing."""
235,"[""A company’s developer is creating an application that uses Amazon API Gateway.\nThe company wants to ensure that only users in the Sales department can use the\napplication. The users authenticate to the application by using federated\ncredentials from a third-party identity provider (IdP) through Amazon Cognito.\nThe developer has set up an attribute mapping to map an attribute that is named\nDepartment and to pass the attribute to a custom AWS Lambda authorizer.\n\nTo test the access limitation, the developer sets their department to\nEngineering in the IdP and attempts to log in to the application. The developer\nis denied access. The developer then updates their department to Sales in the\nIdP and attempts to log in. Again, the developer is denied access. The developer\nchecks the logs and discovers that access is being denied because the\ndeveloper’s access token has a department value of Engineering.\n\nWhich of the following is a possible reason that the developer’s department is\nstill being reported as Engineering instead of Sales?""]",Authorization caching is enabled in the custom Lambda authorizer.,Authorization caching is enabled on the Amazon Cognito user pool.,The IAM role for the custom Lambda authorizer does not have a Department tag.,The IAM role for the Amazon Cognito user pool does not have a Department tag.,"# Answer
- **Correct option:** A : Authorization caching is enabled in the custom Lambda authorizer.
- **Reason:** Authorization caching in the custom Lambda authorizer means that once an authorization decision is made, the results are stored for a certain period. If the developer had previously authenticated with the value of ""Engineering"" as their department, that decision would remain cached, and subsequent authentication attempts would not re-evaluate the updated department value of ""Sales.""

# Example / Analogy
- Imagine a bouncer at a club who checks IDs (your department in this case) and then writes down who is allowed in (caching the decision). If the bouncer sees your ID showing ""Engineering"" and lets you in, they might not check your ID again for a while. Even if you later change your ID to show ""Sales,"" the bouncer still believes you are from ""Engineering"" because that was cached feedback, preventing you from entering again.

# Common Mistakes / Traps
- A common mistake is assuming that changes in the identity provider will immediately reflect in the authorization logic. Many don't take into account that caching mechanisms exist, which can lead to confusion about why updates aren't recognized right away.

# Memory Tip
- Remember: ""Cached decisions stick; update may not reflect."""
236,"[""A company has migrated an application to Amazon EC2 instances. Automatic scaling\nis working well for the application user interface. However, the process to\ndeliver shipping requests to the company’s warehouse staff is encountering\nissues. Duplicate shipping requests are arriving, and some requests are lost or\narrive out of order.\n\nThe company must avoid duplicate shipping requests and must process the requests\nin the order that the requests arrive. Requests are never more than 250 KB in\nsize and take 5-10 minutes to process. A developer needs to rearchitect the\napplication to improve the reliability of the delivery and processing of the\nrequests.\n\nWhat should the developer do to meet these requirements?""]",Create an Amazon Kinesis Data Firehose delivery stream to process the requests. Create an Amazon Kinesis data stream. Modify the application to write the requests to the Kinesis data stream.,Create an AWS Lambda function to process the requests. Create an Amazon Simple Notification Service (Amazon SNS) topic. Subscribe the Lambda function to the SNS topic. Modify the application to write the requests to the SNS topic.,Create an AWS Lambda function to process the requests. Create an Amazon Simple Queue Service (Amazon SQS) standard queue. Set the SQS queue as an event source for the Lambda function. Modify the application to write the requests to the SQS queue.,Create an AWS Lambda function to process the requests. Create an Amazon Simple Queue Service (Amazon SQS) FIFO queue. Set the SQS queue as an event source for the Lambda function. Modify the application to write the requests to the SQS queue.,"# Answer
- **Correct option:** D
- **Reason:** An Amazon SQS FIFO (First-In-First-Out) queue ensures that the requests are processed in the exact order they arrive, which is crucial for the shipping process. It also avoids duplicate messages, addressing the issue of duplicate requests. By integrating the FIFO queue with an AWS Lambda function, the system can handle the requests seamlessly while maintaining both order and uniqueness.

# Example / Analogy
- Imagine a restaurant where orders are taken at the counter and served in the exact order they were placed. If two customers order the same dish at the same time, the kitchen prepares the dish just once, avoiding confusion and ensuring that customers receive their meals in the correct sequence.

# Common Mistakes / Traps
- A common mistake is to choose an SQS standard queue (Choice C), which does not guarantee the order of message delivery and can result in duplicates. Many might also overlook the need for processing in strict order when thinking only about scalability or the speed of delivery.

# Memory Tip
- Remember: ""FIFO queues keep it orderly and unique!"""
237,"[""A developer is creating a machine learning (ML) pipeline in AWS Step Functions\nthat contains AWS Lambda functions. The developer has configured an Amazon\nSimple Queue Service (Amazon SQS) queue to deliver ML model parameters to the ML\npipeline to train ML models. The developer uploads the trained models are\nuploaded to an Amazon S3 bucket.\n\nThe developer needs a solution that can locally test the ML pipeline without\nmaking service integration calls to Amazon SQS and Amazon S3.\n\nWhich solution will meet these requirements?""]",Use the Amazon CodeGuru Profiler to analyze the Lambda functions used in the AWS Step Functions pipeline.,Use the AWS Step Functions Local Docker Image to run and locally test the Lambda functions.,Use the AWS Serverless Application Model (AWS SAM) CLI to run and locally test the Lambda functions.,Use AWS Step Functions Local with mocked service integrations.,"# Answer
- **Correct option:** D: Use AWS Step Functions Local with mocked service integrations.

- **Reason:** AWS Step Functions Local allows developers to run state machines and local Lambda functions without invoking actual AWS services. This enables the developer to test the ML pipeline, including the logic flow and transitions, without making calls to Amazon SQS or Amazon S3, thus reducing costs and speeding up the development process.

# Example / Analogy
- Think of it like a rehearsal for a play. Actors can practice their lines and actions without the actual audience or set in place. Similarly, by using AWS Step Functions Local with mocked service integrations, developers can test their workflows without interacting with live resources, ensuring they are ready for the actual performance.

# Common Mistakes / Traps
- A common mistake is choosing options that do not emphasize the requirement of mocking service integrations, such as options that involve running code in the cloud (like AWS SAM CLI), which would still involve live services.

# Memory Tip
- Remember: ""Mock it before you rock it!""—test locally to ensure your flow is correct before deploying to AWS."
238,"[""A developer has created a large AWS Lambda function. Deployment of the function\nis failing because of an InvalidParameterValueException error. The error message\nindicates that the unzipped size of the function exceeds the maximum supported\nvalue.\n\nWhich actions can the developer take to resolve this error? (Choose two.)""]",Submit a quota increase request to AWS Support to increase the function to the required size.,Use a compression algorithm that is more efficient than ZIP.,Break up the function into multiple smaller functions.,Zip the .zip file twice to compress the file more.,"# Answer
- **Correct options:** C and A

- **Reason:** 
   - **C** (Break up the function into multiple smaller functions) is correct because AWS Lambda has limits on the unzipped deployment package size, which is 250 MB for the uncompressed code. If a function exceeds this size, it is recommended to split the code into smaller, manageable pieces, which can facilitate better functionality and maintenance as well. 
   - **A** (Submit a quota increase request to AWS Support to increase the function to the required size) is technically correct, but it may not be feasible for Lambda’s maximum limits—as they are strict at 250 MB unzipped, and the request may not be successful. Generally, it's better to adapt the code to fit within existing limits.

# Example / Analogy
- Think of packing a suitcase. If your suitcase (the Lambda function) exceeds weight limits (unzip size limit), rather than asking the airport to increase the limit, a more practical solution is to divide your clothes into two smaller suitcases. This way, each suitcase fits within the limits while still containing all your important items.

# Common Mistakes / Traps
- A common mistake is to assume that just compressing the code more (like option B, using a more efficient compression algorithm) would solve the problem. However, AWS Lambda has specific limits on unzipped sizes, and effective code organization is necessary. Also, attempting to compress the file twice (like option D) will not help resolve the deployment size issue, as AWS Lambda evaluates the unzipped size upon upload.

# Memory Tip
- Think ""smaller pieces, bigger impact"" to remember to break down large functions rather than only trying to get around size limits."
239,"[""A company runs an application on Amazon EC2 instances. The EC2 instances open\nconnections to an Amazon RDS for SQL Server database. A developer needs to store\nand access the credentials and wants to automatically rotate the credentials.\nThe developer does not want to store the credentials for the database in the\ncode.\n\nWhich solution will meet these requirements in the MOST secure way?""]",Create an IAM role that has permissions to access the database. Attach the IAM role to the EC2 instances.,Store the credentials as secrets in AWS Secrets Manager. Create an AWS Lambda function to update the secrets and the database. Retrieve the credentials from Secrets Manager as needed.,Store the credentials in an encrypted text file in an Amazon S3 bucket. Configure the EC2 instance launch template to download the credentials from Amazon S3 as the instance launches. Create an AWS Lambda function to update the secrets and the database.,Store the credentials in an Amazon DynamoDB table. Configure an Amazon CloudWatch Events rule to invoke an AWS Lambda function to periodically update the secrets and database.,"# Answer
- **Correct option:** B
- **Reason:** Storing the credentials as secrets in AWS Secrets Manager allows for secure storage and automatic rotation of credentials without hardcoding them in your application code. Secrets Manager is specifically designed for managing sensitive information and integrates well with other AWS services, making it the best choice for this scenario.

# Example / Analogy
- Think of AWS Secrets Manager like a safe where you can store your most valuable information—similar to how a bank securely keeps your money. You can access it when needed (like retrieving credentials) and automate updates (like getting new secure codes or locks), ensuring that your valuables are always secure and up-to-date.

# Common Mistakes / Traps
- A common mistake is to consider storing credentials in S3 or DynamoDB. While these options are technically feasible, they lack the automated management and security features that AWS Secrets Manager offers, such as encryption, versioning, and automatic rotation.

# Memory Tip
- **Remember:** Secrets Manager = Secure storage + Automatic rotation = Best practice for sensitive information.
"
240,"A company has a web application that is hosted on Amazon EC2 instances. The EC2
instances are configured to stream logs to Amazon CloudWatch Logs. The company
needs to receive an Amazon Simple Notification Service (Amazon SNS) notification
when the number of application error messages exceeds a defined threshold within
a 5-minute period.

Which solution will meet these requirements?",Rewrite the application code to stream application logs to Amazon SNS. Configure an SNS topic to send a notification when the number of errors exceeds the defined threshold within a 5-minute period.,Configure a subscription filter on the CloudWatch Logs log group. Configure the filter to send an SNS notification when the number of errors exceeds the defined threshold within a 5-minute period.,Install and configure the Amazon Inspector agent on the EC2 instances to monitor for errors. Configure Amazon Inspector to send an SNS notification when the number of errors exceeds the defined threshold within a 5-minute period.,Create a CloudWatch metric filter to match the application error pattern in the log data. Set up a CloudWatch alarm based on the new custom metric. Configure the alarm to send an SNS notification when the number of errors exceeds the defined threshold within a 5-minute period.,"# Answer
- **Correct option:** D 
- **Reason:** Creating a CloudWatch metric filter allows you to analyze the log data and generate a custom metric based on specific criteria (in this case, application errors). By setting up a CloudWatch alarm on this custom metric, you can configure it to send an SNS notification when the defined threshold for errors is exceeded within a 5-minute window. This method directly connects log data with alerting mechanisms without needing to modify application code or over-complicate the architecture.

# Example / Analogy
- Imagine you own a bakery, and you want to know when you sell a certain number of loaves of bread in 5 minutes. Instead of counting loaves yourself, you could install a tally system that automatically counts every loaf sold and alerts you when you reach your target. This is similar to the CloudWatch metric filter and alarm—it automatically tracks application errors and alerts you when they exceed your threshold, so you can respond quickly.

# Common Mistakes / Traps
- A common mistake is choosing option A, which involves rewriting application code to send notifications directly via SNS. This is unnecessary because existing log data can be analyzed using CloudWatch, making the solution more efficient and keeping the application code clean.

# Memory Tip
- ""Use CloudWatch metrics for log alerts, no need to rewrite your app!"""
241,"A company is adopting serverless computing for some of its new services. A
development team needs to create a serverless infrastructure by using AWS
Serverless Application Model (AWS SAM). All infrastructure must be deployed by
using AWS CloudFormation templates.

What should the development team do to meet these requirements?",Add a Resources section to the CloudFormation templates that contains AWS::Lambda::Function resources.,Add a Mappings section to the CloudFormation templates that contains AWS::Serverless::Function and AWS::Serverless::API.,Add a Transform section to the CloudFormation templates. Use the AWS SAM syntax to define the resources.,Add a Parameters section to the CloudFormation templates that specifies the relevant AWS SAM Globals section.,"# Answer
- **Correct option:** C : Add a Transform section to the CloudFormation templates. Use the AWS SAM syntax to define the resources.  
- **Reason:** In order to utilize AWS SAM (Serverless Application Model) within CloudFormation, the `Transform` section is required. This section allows you to leverage AWS SAM's simplified syntax and capabilities for defining serverless resources, such as AWS Lambda functions and APIs, making the deployment process more straightforward and efficient. 

# Example / Analogy
- Think of the `Transform` section as a specialized tool that transforms your regular language into a serverless language that AWS understands better. Similar to how a translator helps people communicate by converting languages, the `Transform` section helps AWS CloudFormation understand and configure serverless applications using AWS SAM syntax. 

# Common Mistakes / Traps
- A common mistake is to assume that simply adding AWS SAM resource types directly into the `Resources` section will work without specifying the `Transform`. This can lead to template errors since CloudFormation will not recognize the AWS SAM resource types unless the `Transform` directive is included.

# Memory Tip
- Remember: **""Transform for SAM"" - always include the Transform section to enable serverless syntax!**"
