No,Content,A,B,C,D,Answered
112,"[""A company is using an Amazon API Gateway REST API endpoint as a webhook to\npublish events from an on-premises source control management (SCM) system to\nAmazon EventBridge. The company has configured an EventBridge rule to listen for\nthe events and to control application deployment in a central AWS account. The\ncompany needs to receive the same events across multiple receiver AWS accounts.\n\nHow can a developer meet these requirements without changing the configuration\nof the SCM system?""]",Deploy the API Gateway REST API to all the required AWS accounts. Use the same custom domain name for all the gateway endpoints so that a single SCM webhook can be used for all events from all accounts.,Deploy the API Gateway REST API to all the receiver AWS accounts. Create as many SCM webhooks as the number of AWS accounts.,Grant permission to the central AWS account for EventBridge to access the receiver AWS accounts. Add an EventBridge event bus on the receiver AWS accounts as the targets to the existing EventBridge rule.,Convert the API Gateway type from REST API to HTTP API.,"# Answer
- **Correct option:** C
- **Reason:** Granting permission to the central AWS account for EventBridge to access the receiver AWS accounts allows you to route the events from the central EventBridge rule directly to the event buses in the receiver accounts. This method enables all designated accounts to receive the same events without needing to change the existing SCM webhook configuration or requiring separate webhooks for each AWS account.

# Example / Analogy
- Think of it like a central post office (the central AWS account) that can send packages (events) to various homes (receiver AWS accounts) under a shared agreement. The post office has permission to deliver to these homes, so you only need to send one package instead of multiple copies to each house.

# Common Mistakes / Traps
- A common mistake is to consider options that suggest deploying multiple versions of resources (like deploying distinct API Gateway instances or creating multiple webhooks), which would complicate the architecture unnecessarily and increase maintenance overhead.

# Memory Tip
- ""One central post office delivers to many homes."""
113,"[""A developer is working on a web application that uses Amazon DynamoDB as its\ndata store. The application has two DynamoDB tables: one table that is named\nartists and one table that is named songs. The artists table has artistName as\nthe partition key. The songs table has songName as the partition key and\nartistName as the sort key.\n\nThe table usage patterns include the retrieval of multiple songs and artists in\na single database operation from the webpage. The developer needs a way to\nretrieve this information with minimal network traffic and optimal application\nperformance.\n\nWhich solution will meet these requirements?""]",Perform a BatchGetltem operation that returns items from the two tables. Use the list of songName/artistName keys for the songs table and the list of artistName key for the artists table.,Create a local secondary index (LSI) on the songs table that uses artistName as the partition key. Perform a query operation for each artistName on the songs table that filters by the list of songName. Perform a query operation for each artistName on the artists table.,Perform a BatchGetitem operation on the songs table that uses the songName/artistName keys. Perform a BatchGetltem operation on the artists table that uses artistName as the key.,Perform a Scan operation on each table that filters by the list of songName/artistName for the songs table and the list of artistName in the artists table.,"# Answer
- **Correct option:** A
- **Reason:** A BatchGetItem operation allows you to retrieve multiple items from different tables in a single request, reducing network traffic and improving performance by minimizing the number of round trips to the database. You can specify the keys for both tables, thus efficiently obtaining the required information.

# Example / Analogy
- Imagine you are ordering groceries online. Instead of making separate trips to each aisle in a store (which is akin to performing multiple queries or scans), you provide a list of items you need at once (like the BatchGetItem operation) and the store gathers everything for you in one go. This saves time and effort, just like reducing network calls in a web application.

# Common Mistakes / Traps
- A common trap is choosing options that suggest performing separate queries or scans on each table. While these methods will eventually yield results, they are less efficient compared to BatchGetItem, especially in applications that require optimal performance and minimal latency.

# Memory Tip
- **BatchGetItem: Get many, fetch once!**"
114,"[""A company is developing an ecommerce application that uses Amazon API Gateway\nAPIs. The application uses AWS Lambda as a backend. The company needs to test\nthe code in a dedicated, monitored test environment before the company releases\nthe code to the production environment.\n\nWhich solution will meet these requirements?""]",Use a single stage in API Gateway. Create a Lambda function for each environment. Configure API clients to send a query parameter that indicates the environment and the specific Lambda function.,Use multiple stages in API Gateway. Create a single Lambda function for all environments. Add different code blocks for different environments in the Lambda function based on Lambda environment variables.,Use multiple stages in API Gateway. Create a Lambda function for each environment. Configure API Gateway stage variables to route traffic to the Lambda function in different environments.,Use a single stage in API Gateway. Configure API clients to send a query parameter that indicates the environment. Add different code blocks for different environments in the Lambda function to match the value of the query parameter.,"# Answer
- **Correct option:** C
- **Reason:** This option uses multiple stages in API Gateway to differentiate between environments. By creating a separate Lambda function for each environment and deploying them using stage variables in API Gateway, you ensure that each environment can be monitored and tested independently. This method also aligns with AWS best practices, allowing for separate configurations while minimizing the risk of accidentally mixing production and test environments.

# Example / Analogy
- Think of stages in API Gateway like different lanes in a racing track. Each lane can have its own car (Lambda function) that competes (runs) independently based on the rules (stage variables). Just like each car can be tuned specifically for its track, each environment can be configured without affecting the others.

# Common Mistakes / Traps
- A common mistake is assuming that a single Lambda function can efficiently handle different environments by just using query parameters or environment variables. This approach can lead to complex and error-prone code, making it harder to manage deploys and tests effectively.

# Memory Tip
- ""Separate lanes avoid collisions"": Use different stages and functions for clear separation of environments."
115,"[""A developer is creating an AWS Lambda function. The Lambda function will consume\nmessages from an Amazon Simple Queue Service (Amazon SQS) queue. The developer\nwants to integrate unit testing as part of the function's continuous integration\nand continuous delivery (CI/CD) process.\n\nHow can the developer unit test the function?""]",Create an AWS CloudFormation template that creates an SQS queue and deploys the Lambda function. Create a stack from the template during the CI/CD process. Invoke the deployed function. Verify the output.,Create an SQS event for tests. Use a test that consumes messages from the SQS queue during the function's Cl/CD process.,Create an SQS queue for tests. Use this SQS queue in the application's unit test. Run the unit tests during the CI/CD process.,Use the aws lambda invoke command with a test event during the CIICD process.,"# Answer
- **Correct option:** D
- **Reason:** Using the `aws lambda invoke` command with a test event allows the developer to run unit tests on the Lambda function directly in the CI/CD process without needing to set up external resources like an SQS queue. This approach facilitates focused testing of the function's logic using predefined test events that simulate various scenarios.

# Example / Analogy
- Think of it like using a simulation tool to test a car's performance instead of actually driving it on the road. The test events simulate real inputs, enabling you to validate the car's features (the Lambda function’s logic) in a safe and controlled environment.

# Common Mistakes / Traps
- A common mistake is to assume that integration with external services like SQS is necessary for unit testing. While integration tests may require the SQS queue, unit testing can and should focus on validating the function's logic in isolation.

# Memory Tip
- ""Test your Lambda functions in isolation using the `aws lambda invoke` command."""
116,"[""A company is developing a serverless multi-tier application on AWS. The company\nwill build the serverless logic tier by using Amazon API Gateway and AWS Lambda.\nWhile the company builds the logic tier, a developer who works on the frontend\nof the application must develop integration tests. The tests must cover both\npositive and negative scenarios, depending on success and error HTTP status\ncodes.\n\nWhich solution will meet these requirements with the LEAST effort?""]","Set up a mock integration for API methods in API Gateway. In the integration request from Method Execution, add simple logic to return either a success or error based on HTTP status code. In the integration response, add messages that correspond to the HTTP status codes.","Create two mock integration resources for API methods in API Gateway. In the integration request, return a success HTTP status code for one resource and an error HTTP status code for the other resource. In the integration response, add messages that correspond to the HTTP status codes.","Create Lambda functions to perform tests. Add simple logic to return either success or error, based on the HTTP status codes. Build an API Gateway Lambda integration. Select appropriate Lambda functions that correspond to the HTTP status codes.",Create a Lambda function to perform tests. Add simple logic to return either success or error-based HTTP status codes. Create a mock integration in API Gateway. Select the Lambda function that corresponds to the HTTP status codes.,"# Answer
- **Correct option:** A  
- **Reason:** Option A allows for the simplest and quickest setup by using a mock integration within API Gateway to simulate both success and error HTTP status responses. It provides the developer with greater flexibility and control over the response details without needing to deploy additional resources or implement Lambda functions, making it the least effort solution.

# Example / Analogy
- Think of a restaurant menu that displays various food items along with their prices. Before actually cooking the meals, the restaurant can simulate the experience by providing sample descriptions and prices without having to serve real food. Similarly, using API Gateway mock integrations allows you to simulate responses without needing a fully deployed backend.

# Common Mistakes / Traps
- A common mistake could be overcomplicating the setup by choosing options that involve creating multiple resources (like in option B) or using Lambda functions (options C and D) when a simpler mock can suffice. Developers may think they need a full backend logic for testing when these mock scenarios are adequate.

# Memory Tip
- ""Mock it to test it: Keep it simple with mock integrations in API Gateway."""
117,"[""A developer is setting up a deployment pipeline. The pipeline includes an AWS\nCodeBuild build stage that requires access to a database to run integration\ntests. The developer is using a buildspec.yml file to configure the database\nconnection. Company policy requires automatic rotation of all database\ncredentials.\n\nWhich solution will handle the database credentials MOST securely?""]",Retrieve the credentials from variables that are hardcoded in the buildspec.yml file. Configure an AWS Lambda function to rotate the credentials.,Retrieve the credentials from an environment variable that is linked to a SecureString parameter in AWS Systems Manager Parameter Store. Configure Parameter Store for automatic rotation.,Retrieve the credentials from an environment variable that is linked to an AWS Secrets Manager secret. Configure Secrets Manager for automatic rotation.,Retrieve the credentials from an environment variable that contains the connection string in plaintext. Configure an Amazon EventBridge event to rotate the credentials.,"# Answer
- **Correct option:** C
- **Reason:** AWS Secrets Manager is designed specifically for managing sensitive information like database credentials. It allows for automatic rotation of secrets, which aligns with the company's policy on credential management. Using a secure variable that links to a Secrets Manager secret ensures the credentials are handled securely.

# Example / Analogy
- Think of AWS Secrets Manager as a safe where you store your valuable items (credentials). You have a key (secure variable) that lets you access the safe without exposing its contents. Just like a locksmith who can automatically change the locks on a safe at regular intervals, Secrets Manager can automatically rotate your credentials, ensuring that your valuables are always protected.

# Common Mistakes / Traps
- Mistake: Choosing options that involve hardcoding or using plaintext credentials, which are not secure. Many might think that using environment variables without proper encryption is sufficient, but this poses a security risk.

# Memory Tip
- Remember: ""Secrets are best kept in Secrets Manager!"""
118,"[""A company created four AWS Lambda functions that connect to a relational\ndatabase server that runs on an Amazon RDS instance. A security team requires\nthe company to automatically change the database password every 30 days.\n\nWhich solution will meet these requirements MOST securely?""]",Store the database credentials in the environment variables of the Lambda function. Deploy the Lambda function with the new credentials every 30 days.,Store the database credentials in AWS Secrets Manager. Configure a 30-day rotation schedule for the credentials.,Store the database credentials in AWS Systems Manager Parameter Store secure strings. Configure a 30-day schedule for the secure strings.,Store the database credentials in an Amazon S3 bucket that uses server-side encryption with customer-provided encryption keys (SSE-C). Configure a 30-day key rotation schedule for the customer key.,"# Answer
- **Correct option:** B
- **Reason:** Storing the database credentials in AWS Secrets Manager allows for automated credential rotation, which meets the requirement to change the password every 30 days securely. Secrets Manager handles all aspects of credential management, including encryption, versioning, and automatic rotation without requiring redeployment of the Lambda functions.

# Example / Analogy
- Think of AWS Secrets Manager like a personal safe that automatically changes the combination every month. You trust it to keep your cash (credentials) secure, and you don’t have to remember the new combination every time. Instead, you just turn the dial and access your cash without worrying about theft or needing to change things manually.

# Common Mistakes / Traps
- A common mistake might be to choose option A, which suggests storing credentials in environment variables, thinking it's convenient. However, this approach lacks automated rotation and requires redeployment, which adds risk and complexity. Option C, while valid, doesn't have the same level of built-in rotation and management features as Secrets Manager. Option D is also insecure and impractical since S3 is not designed to manage sensitive credentials effectively.

# Memory Tip
- Remember: **AWS Secrets Manager is your go-to for secure, automated credential management.**"
119,"[""A company is developing a serverless application that consists of various AWS\nLambda functions behind Amazon API Gateway APIs. A developer needs to automate\nthe deployment of Lambda function code. The developer will deploy updated Lambda\nfunctions with AWS CodeDeploy. The deployment must minimize the exposure of\npotential errors to end users. When the application is in production, the\napplication cannot experience downtime outside the specified maintenance window.\n\nWhich deployment configuration will meet these requirements with the LEAST\ndeployment time?""]",Use the AWS CodeDeploy in-place deployment configuration for the Lambda functions. Shift all traffic immediately after deployment.,Use the AWS CodeDeploy linear deployment configuration to shift 10% of the traffic every minute.,Use the AWS CodeDeploy all-at-once deployment configuration to shift all traffic to the updated versions immediately.,Use the AWS CodeDeploy predefined canary deployment configuration to shift 10% of the traffic immediately and shift the remaining traffic after 5 minutes.,"# Answer
- **Correct option:** D : Use the AWS CodeDeploy predefined canary deployment configuration to shift 10% of the traffic immediately and shift the remaining traffic after 5 minutes.

- **Reason:** This deployment configuration allows for an initial 10% of the traffic to be routed to the new version of the Lambda function, enabling the team to monitor the performance and detect any potential issues with the updated version. If any problems arise, they can be addressed without affecting the majority of users. After a brief 5-minute waiting period, if everything looks good, the remaining traffic can be shifted to the new version. This minimizes user exposure to potential errors and avoids downtime, aligning with the requirements stated in the question.

# Example / Analogy
- Think of it like a restaurant trying a new dish. Instead of serving the new dish to all customers at once, they first offer it to a small group (10% of the traffic). If that group enjoys the dish without complaints, the restaurant can confidently serve it to everyone else after checking for any issues over a short period of time. This way, they ensure customer satisfaction while minimizing risk.

# Common Mistakes / Traps
- A common trap is choosing the ""all-at-once"" configuration (Option C) because it allows for the fastest deployment. However, it carries a significantly higher risk of exposing all users to potential problems if the new version has issues. Similarly, the in-place deployment (Option A) also poses risks as it shifts all traffic immediately, which does not align with the requirement to minimize user impact during production.

# Memory Tip
- **Canary deployment means testing with 10% first** to reduce risks while ensuring a smooth roll-out."
120,"[""A developer needs to store configuration variables for an application. The\ndeveloper needs to set an expiration date and time for the configuration. The\ndeveloper wants to receive notifications before the configuration expires.\n\nWhich solution will meet these requirements with the LEAST operational overhead?""]",Create a standard parameter in AWS Systems Manager Parameter Store. Set Expiration and ExpirationNotification policy types.,Create a standard parameter in AWS Systems Manager Parameter Store. Create an AWS Lambda function to expire the configuration and to send Amazon Simple Notification Service (Amazon SNS) notifications.,Create an advanced parameter in AWS Systems Manager Parameter Store. Set Expiration and ExpirationNotification policy types.,Create an advanced parameter in AWS Systems Manager Parameter Store. Create an Amazon EC2 instance with a cron job to expire the configuration and to send notifications.,"# Answer
- **Correct option:** C : Create an advanced parameter in AWS Systems Manager Parameter Store. Set Expiration and ExpirationNotification policy types.

- **Reason:** The advanced parameters in AWS Systems Manager Parameter Store provide built-in support for setting expiration dates and sending notifications before they expire without requiring additional resources or custom code. This solution minimizes operational overhead by utilizing the features available directly within the service.

# Example / Analogy
- Think of it like a time-sensitive coupon that has an automatic reminder feature. Just as the coupon provider informs you before the expiration date approaches, the advanced parameter can automatically notify you, ensuring you don't miss important updates in your application configuration.

# Common Mistakes / Traps
- A common mistake is to underestimate the capabilities of advanced parameters and assume that additional manual setups (like Lambda or EC2 instances) are necessary for expiration and notification, leading to more complex solutions than needed for the task.

# Memory Tip
- Remember: “Advanced equals automated!”"
121,"[""A developer creates an AWS Lambda function that retrieves and groups data from\nseveral public API endpoints. The Lambda function has been updated and\nconfigured to connect to the private subnet of a VPC. An internet gateway is\nattached to the VPC. The VPC uses the default network ACL and security group\nconfigurations.\n\nThe developer finds that the Lambda function can no longer access the public\nAPI. The developer has ensured that the public API is accessible, but the Lambda\nfunction cannot connect to the API\n\nHow should the developer fix the connection issue?""]",Ensure that the network ACL allows outbound traffic to the public internet.,Ensure that the security group allows outbound traffic to the public internet.,Ensure that outbound traffic from the private subnet is routed to a public NAT gateway.,Ensure that outbound traffic from the private subnet is routed to a new internet gateway.,"# Answer
- **Correct option:** C
- **Reason:** A Lambda function in a private subnet cannot directly access the internet. To connect to external public APIs, it needs to route outbound traffic through a NAT Gateway. A NAT Gateway provides the necessary network address translation, allowing instances in a private subnet to initiate outbound traffic to the internet while still preventing unsolicited inbound traffic.

# Example / Analogy
- Think of the private subnet as a hotel (private space) where guests (the Lambda function) can make phone calls (send requests) to the outside world (public APIs). However, the hotel has no direct phone line to the outside. Instead, there is a receptionist (NAT Gateway) who can place calls on behalf of guests, allowing them to communicate without directly being exposed to the outside.

# Common Mistakes / Traps
- A common mistake is to assume that having an internet gateway is sufficient for outbound access from a private subnet. An execution in a VPC will not have internet access unless routed through a NAT Gateway. Security groups and NACLs need to be configured appropriately, but they don’t replace the need for a NAT setup.

# Memory Tip
- ""Private subnets need a NAT to talk to the outside (APIs)!"""
