No,Content,A,B,C,D,Answered
252,"A developer is building a serverless application that runs on AWS. The developer
wants to create an accelerated development workflow that deploys incremental
changes to AWS for testing. The developer wants to deploy the incremental
changes but does not want to fully deploy the entire application to AWS for
every code commit.

What should the developer do to meet these requirements?",Use the AWS Serverless Application Model (AWS SAM) to build the application. Use the sam sync command to deploy the incremental changes.,Use the AWS Serverless Application Model (AWS SAM) to build the application. Use the sam init command to deploy the incremental changes.,Use the AWS Cloud Development Kit (AWS CDK) to build the application. Use the cdk synth command to deploy the incremental changes.,Use the AWS Cloud Development Kit (AWS CDK) to build the application. Use the cdk bootstrap command to deploy the incremental changes.,"# Answer
- **Correct option:** A
- **Reason:** The AWS Serverless Application Model (AWS SAM) provides a streamlined way to build serverless applications. The `sam sync` command specifically allows developers to deploy only the changes made to their application without requiring a full deployment, which is ideal for an incremental development workflow. This feature significantly speeds up testing and development cycles by avoiding the overhead of re-deploying the entire application.

# Example / Analogy
- Think of a painter who doesn't need to repaint the entire canvas every time they want to change a single color. Instead, they only touch up sections that need work. Similarly, `sam sync` lets a developer modify and deploy just the portions of their application that have changed, saving time and resources.

# Common Mistakes / Traps
- A common mistake is confusing `sam init` with deploying changes. `sam init` is used to initialize a new serverless application, not for deploying changes. Also, it’s easy to think that all commands will always deploy the entire application, but specific commands like `sam sync` exist to facilitate incremental deployments.

# Memory Tip
- Remember: **""Sync to change, not full paint.""** Use `sam sync` for swift, incremental deployments!"
253,"A developer is building an application that will use an Amazon API Gateway API
with an AWS Lambda backend. The team that will develop the frontend requires
immediate access to the API endpoints to build the UI. To prepare the backend
application for integration, the developer needs to set up endpoints. The
endpoints need to return predefined HTTP status codes and JSON responses for the
frontend team. The developer creates a method for an API resource.

Which solution will meet these requirements?",Set the integration type to AWS_PROXY. Provision Lambda functions to return hardcoded JSON data.,Set the integration type to MOCK. Configure the method's integration request and integration response to associate a JSON responses with specific HTTP status codes.,Set the integration type to HTTP_PROXY. Configure API Gateway to pass all requests to an external placeholder API. which the team will build.,Set the integration type to MOCK. Use a method request to define HTTP status codes. Use an integration request to define JSON responses.,"# Answer
- **Correct option:** B

- **Reason:** Setting the integration type to MOCK allows the developer to simulate responses from the API Gateway without involving any backend resources such as Lambda functions. This setup enables the developer to define specific HTTP status codes and return JSON responses, which is exactly what the frontend team needs for their UI development. It’s a quick way to provide immediate access to endpoints without needing a functional backend yet.

# Example / Analogy
- Think of a mock API as a stage play where actors perform a script. The actors (API Gateway) present predefined lines (HTTP status codes and JSON responses) even if the actual backend (the real script) isn't ready. This lets the frontend team see and use the “performance” for their development while the backend is still being built.

# Common Mistakes / Traps
- A common mistake is choosing AWS_PROXY, thinking it's easier or quicker. However, AWS_PROXY sends requests to actual Lambda functions, which requires them to be coded and deployed, making it less suitable for quick mock responses required by the frontend team.

# Memory Tip
- Remember: **MOCK setups provide quick responses without a working backend.**"
254,"A company runs a serverless application on AWS. The application includes an AWS
Lambda function. The Lambda function processes data and stores the data in an
Amazon RDS for PostgreSQL database. A developer created a user credentials in
the database for the application.

The developer needs to use AWS Secrets Manager to manage the user credentials.
The password must to be rotated on a regular basis. The solution needs to ensure
that there is high availability and no downtime for the application during
secret rotation.

What should the developer do to meet these requirements?",Configure managed rotation with the single user rotation strategy.,Configure managed rotation with the alternating users rotation strategy.,Configure automatic rotation with the single user rotation strategy.,Configure automatic rotation with the alternating users rotation strategy.,"# Answer
- **Correct option:** B: Configure managed rotation with the alternating users rotation strategy.

- **Reason:** The alternating users rotation strategy allows for high availability by maintaining both the old and new credentials valid during the rotation process. It ensures that the application can seamlessly switch from the old password to the new one without any downtime, as both credentials are valid temporarily, reducing the risk of service disruption.

# Example / Analogy
- Imagine a scenario in a restaurant where a chef is accustomed to working with a specific set of tools (the old credentials). When a new set of tools (the new credentials) arrives, instead of disposing of the old tools immediately, the chef keeps both sets at hand. This way, the chef can gradually transition to the new tools while still being able to prepare dishes using the old ones if needed. This strategy ensures that dinner service continues uninterrupted!

# Common Mistakes / Traps
- A common mistake is assuming that all rotation strategies guarantee no downtime. Many may confuse the single user rotation strategy to be sufficient, but it can lead to downtime as the old user credential becomes invalid right after rotation. 

# Memory Tip
- **Think of “alternating” as “always ready” – two users meaning no downtime!**"
255,"A developer is building an application on AWS. The application includes an AWS
Lambda function that processes messages from an Amazon Simple Queue Service
(Amazon SQS) queue.

The Lambda function sometimes fails or times out. The developer needs to figure
out why the Lambda function fails to process some messages.

Which solution will meet these requirements with the LEAST operational overhead?",Increase the maximum timeout of the Lambda function to 15 minutes. Check the AWS CloudTrail event history for error details.,Increase the visibility timeout of the SQS queue. Check logs in Amazon CloudWatch Logs for error details.,Create a dead-letter queue. Configure the Lambda function to send the failed messages to the dead-letter queue.,Create an Amazon DynamoDB table. Update the Lambda function to send the failed messages to the DynamoDB table.,"# Answer
- **Correct option:** C

- **Reason:** Creating a dead-letter queue (DLQ) for the Lambda function allows it to handle failed messages without losing them. This means that when processing a message fails, the function automatically sends that message to the DLQ. With the DLQ, the developer can review all failed messages later in a separate queue, analyze the issues that caused failures, and take appropriate actions to debug the Lambda function's handling.

# Example / Analogy
- Think of a dead-letter queue like a lost and found box at a school. When a student can’t find their homework, instead of just getting rid of it, the teacher places it in the lost and found. Later, the student can check the box to retrieve their homework and find out what went wrong.

# Common Mistakes / Traps
- A common mistake is to assume that simply increasing timeouts or changing configurations of the SQS queue will resolve the core issue. These measures do not provide insights into the nature of the failures, whereas a DLQ gives direct visibility into what messages are failing.

# Memory Tip
- **Remember**: A dead-letter queue catches lost messages for review, helping you debug and fix failures efficiently."
256,"A developer needs to deploy an application in three AWS Regions by using AWS
CloudFormation. Each Region will use an AWS Elastic Beanstalk environment with
an Application Load Balancer (ALB). The developer wants to use AWS Certificate
Manager (ACM) to deploy SSL certificates to each ALB.

Which solution will meet these requirements?",Create a certificate in ACM in any one of the Regions. Import the certificate into the ALB that is in each Region.,Create a global certificate in ACM. Update the CloudFormation template to deploy the global certificate to each ALB.,Create a certificate in ACM in each Region. Import the certificate into the ALB for each Region.,Create a certificate in ACM in the us-east-1 Region. Update the CloudFormation template to deploy the certificate to each ALB.,"# Answer
- **Correct option:** C : Create a certificate in ACM in each Region. Import the certificate into the ALB for each Region.

- **Reason:** AWS Certificate Manager (ACM) manages certificates that are region-specific for AWS services. For an SSL certificate to be used with an ALB in a specific AWS Region, the certificate must be created in that same Region. Therefore, the correct approach is to create a certificate in ACM for each Region where the application will be deployed and then associate each certificate with the respective ALB.

# Example / Analogy
- Think of it like getting a driver’s license. You must apply for and obtain a driver’s license in the state where you reside. If you move to a different state, you can't use your old driver's license; you need to get a new one from the new state. Similarly, SSL certificates must be created in the specific region they will be used.

# Common Mistakes / Traps
- A common mistake is thinking that SSL certificates can be shared across regions or assuming a single certificate can apply to multiple regions. This misconception could lead to deployment issues.

# Memory Tip
- ""Certificates are regional: always create them where you deploy!"""
257,"A company built an online event platform. For each event, the company organizes
quizzes and generates leaderboards that are based on the quiz scores. The
company stores the leaderboard data in Amazon DynamoDB and retains the data for
30 days after an event is complete. The company then uses a scheduled job to
delete the old leaderboard data.

The DynamoDB table is configured with a fixed write capacity. During the months
when many events occur, the DynamoDB write API requests are throttled when the
scheduled delete job runs.

A developer must create a long-term solution that deletes the old leaderboard
data and optimizes write throughput.

Which solution meets these requirements?",Configure a TTL attribute for the leaderboard data.,Use DynamoDB Streams to schedule and delete the leaderboard data.,Use AWS Step Functions to schedule and delete the leaderboard data.,Set a higher write capacity when the scheduled delete job runs.,"# Answer
- **Correct option:** A : Configure a TTL attribute for the leaderboard data.
- **Reason:** Configuring a Time to Live (TTL) attribute for the leaderboard data allows DynamoDB to automatically delete items after a specified time period (30 days in this case). This solution optimizes write throughput because it eliminates the need for a scheduled job that can cause throttling during peak periods, as DynamoDB manages the deletion process in the background.

# Example / Analogy
- Real-life example or memorable comparison: Think of TTL as setting an expiration date on food. Just as you automatically throw away expired food to maintain space in your pantry without needing to plan a dedicated trash day, TTL automatically removes old data from DynamoDB without you needing to schedule and run a separate deletion job.

# Common Mistakes / Traps
- Common trap points, if any: A common mistake could be thinking that a scheduled delete job is the only solution. Candidates may overlook the efficiency and automation provided by TTL. Additionally, some may confuse TTL with DynamoDB Streams or AWS Step Functions, which are not built specifically for automatic data expiration.

# Memory Tip
- 1 quick tip: ""TTL is like a food expiration date—automatically clears out the old stuff!"""
258,"A company uses an AWS Lambda function that reads messages from an Amazon Simple
Queue Service (Amazon SQS) standard queue. The Lambda function makes an HTTP
call to a third-party API for each message. The company wants to ensure that the
Lambda function does not overwhelm the third-party API with more than two
concurrent requests.

Which solution will meet these requirements?",Configure a provisioned concurrency of two on the Lambda function.,Configure a batch size of two on the Amazon SQS event source mapping for the Lambda function.,Configure Lambda event filtering to process two messages from Amazon SQS at every invocations.,Configure a maximum concurrency of two on the Amazon SQS event source mapping for the Lambda function.,"# Answer
- **Correct option:** D : Configure a maximum concurrency of two on the Amazon SQS event source mapping for the Lambda function.
- **Reason:** Setting a maximum concurrency of two on the event source mapping directly limits the number of concurrent executions of the Lambda function that can be triggered by messages from the SQS queue. This ensures that only two requests at a time are sent to the third-party API, thus preventing overload.

# Example / Analogy
- Imagine a restaurant kitchen where chefs can only handle two orders at a time. If three or more orders come in, the restaurant won't accept more until one of the chefs has finished. This way, they ensure high quality and timely service, much like how the maximum concurrency setting in Lambda ensures the third-party API isn't overwhelmed with requests.

# Common Mistakes / Traps
- A common mistake is confusing ""provisioned concurrency"" with ""maximum concurrency."" Provisioned concurrency guarantees a certain number of instances running, while maximum concurrency limits how many can be running concurrently for a specific event source.

# Memory Tip
- **Limit requests like a busy kitchen: set a maximum to avoid overwhelming the chef!**"
259,"A company is using Amazon API Gateway to develop an API for its application on
AWS. A developer needs to test and generate API responses. Other teams are
required to test the API immediately.

What should the developer do to meet these requirements?",Set up a mock integration request in API Gateway. Configure the method's integration request and integration response to associate a response with a given status code.,Set up the request validators in the API's OpenAPI definition file. Import the OpenAPI definitions into API Gateway to test the API.,Set up a gateway response for the API in API Gateway. Configure response headers with hardcoded HTTP status codes and responses.,Set up a request parameter-based Lambda authorizer to control access to the API. Configure the Lambda function with the necessary mapping template.,"# Answer
- **Correct option:** A

- **Reason:** Setting up a mock integration request in API Gateway allows the developer to create simulated responses without needing to implement the backend logic immediately. This enables quick testing and immediate access for other teams to interact with the API, as they can see what responses to expect for given requests.

# Example / Analogy
- Imagine you're a chef preparing a new dish. Before the main ingredient (like the meat) arrives, you can still create a mock version of the dish with similar flavors using substitutes. This allows your team (the taste testers) to experience the dish and provide feedback before the final version is ready.

# Common Mistakes / Traps
- A common mistake may be to think that setting up a Lambda function for responses (Option D) might also suffice; however, it involves more complexity and is not necessary for immediate testing purposes. Also, some might confuse mock integration with more complex methods like API Gateway integration with AWS services, which aren't needed in this scenario.

# Memory Tip
- **Mock your API responses to speed up testing!**"
260,"A developer built an application that calls an external API to obtain data,
processes the data, and saves the result to Amazon S3. The developer built a
container image with all of the necessary dependencies to run the application as
a container.

The application runs locally and requires minimal CPU and RAM resources. The
developer has created an Amazon ECS cluster. The developer needs to run the
application hourly in Amazon Elastic Container Service (Amazon ECS).

Which solution will meet these requirements with the LEAST amount of
infrastructure management overhead?",Add a capacity provider to manage instances.,Add an Amazon EC2 instance that runs the application.,Define a task definition with an AWS Fargate launch type.,Create an Amazon ECS cluster and add the managed node groups feature to run the application.,"# Answer
- **Correct option:** C : Define a task definition with an AWS Fargate launch type.

- **Reason:** Using AWS Fargate for this application allows the developer to run the container without having to manage the underlying EC2 instances. Fargate automatically provisions the compute resources needed to run containers, which minimizes the operational overhead. Since the application requires minimal CPU and RAM, Fargate is a cost-effective and efficient solution for running it on a schedule, such as hourly.

# Example / Analogy
- Think of AWS Fargate like a ride-share service (like Uber or Lyft) for your containers. Instead of owning a vehicle (EC2 instances), you simply request a ride (compute resources) when you need it, and you don't worry about vehicle maintenance or fuel costs. This allows you to focus on your application rather than infrastructure.

# Common Mistakes / Traps
- A common mistake is overestimating the need for infrastructure management. Some may think they need to use EC2 instances (options B and D) without realizing that Fargate provides a simpler, scalable option with less hassle. Another trap is underestimating the flexibility and ease of Fargate for running containers on a schedule.

# Memory Tip
- Remember: Fargate = No servers to manage!"
261,"A company runs an application on AWS. The application stores data in an Amazon
DynamoDB table. Some queries are taking a long time to run. These slow queries
involve an attribute that is not the table's partition key or sort key.

The amount of data that the application stores in the DynamoDB table is expected
to increase significantly. A developer must increase the performance of the
queries.

Which solution will meet these requirements?",Increase the page size for each request by setting the Limit parameter to be higher than the default value. Configure the application to retry any request that exceeds the provisioned throughput.,Create a global secondary index (GSI). Set query attribute to be the partition key of the index.,"Perform a parallel scan operation by issuing individual scan requests. In the parameters, specify the segment for the scan requests and the total number of segments for the parallel scan.",Turn on read capacity auto scaling for the DynamoDB table. Increase the maximum read capacity units (RCUs).,"# Answer
- **Correct option:** B : Create a global secondary index (GSI). Set query attribute to be the partition key of the index.

- **Reason:** A global secondary index (GSI) allows you to query the data in a DynamoDB table using an alternative key. Since the slow queries involve an attribute that is not the table's primary key (the partition key or sort key), creating a GSI with the desired attribute as the partition key will significantly enhance the query performance. This is because the GSI grants you the ability to retrieve data based on that non-key attribute, facilitating faster lookups and reducing query times, especially as the amount of data grows.

# Example / Analogy
- Think of a library where books are organized only by author names (the primary key). If you want to find books by genre (a non-primary attribute), it would take a long time to search through all the shelves. However, if the library created a separate section where books are organized by genre (like a GSI), you could find them quickly without having to search through every shelf.

# Common Mistakes / Traps
- A common mistake is to assume that simply increasing the limits or read capacity will address the performance issue without restructuring how the data is accessed. Also, many might think that parallel scans will improve performance, but scans are generally less efficient than queries, especially on large datasets.

# Memory Tip
- **Remember:** Use a GSI for fast queries on non-key attributes!"
